Title,Institution,Type,Duration,Rating,Skills,Description,Link,Category,Subcategory,tokens,embedding
Google UX Design,Google,Professional Certificate,3 - 6 Months,4.8,"Cross Platform Development, Presentations, Web Content Accessibility Guidelines, Usability, Applicant Tracking Systems, User Research, Persona (User Experience), Usability Testing, Responsive Web Design, Wireframing, Information Architecture, UI/UX Research","Get on the fast track to a career in UX design. In this certificate program, youâll learn in-demand skills, and get AI training from Google experts. Learn at your own pace, no degree or experience required.",https://www.coursera.org/professional-certificates/google-ux-design,Computer Science,Design and Product,"['cross platform development', 'presentations', 'web content accessibility guidelines', 'usability', 'applicant tracking systems', 'user research', 'usability testing', 'responsive web design', 'wireframing', 'information architecture']","-0.014146926,0.06069816,0.01614438,0.012047109,0.014473097,-0.09050261,0.009731992,0.116118155,-0.033321705,-0.0042621503,-0.0268191,-0.07135902,-0.0063064373,0.031047767,-0.00064140564,-0.05085625,0.0363366,-0.040026158,-0.0076835766,-0.10509316,0.0346546,-0.0020414623,0.04002638,-0.053465016,-0.025569662,-0.0129197715,-0.03310699,-0.045773856,-0.06550364,-0.008030666,0.04066711,0.0024054195,-0.008198971,-0.060307443,-0.015725996,0.030106869,0.009162227,-0.029634172,-0.024441784,-0.094764195,-0.00017889505,-0.046862725,-0.0045193313,-0.018521,0.04227707,-0.025076639,-0.04977721,-0.007330539,0.03288225,0.056544136,-0.0042279614,-0.03767449,-0.026620865,0.0020251893,-0.0056878575,0.023377474,0.026679654,0.0131696295,-0.04919696,0.026946303,0.0017256204,0.04342878,-0.033073056,-0.009801833,-0.06039725,0.056164183,0.038469393,0.032435115,-0.069102466,0.058622234,-0.018171897,0.008604555,0.05182758,-0.041801233,0.027424853,0.027039418,0.0017559249,0.0016733122,-0.021269029,0.03216294,-0.033246286,-0.019585837,-0.026523132,0.06904636,0.0016526639,-0.01122684,0.007456896,0.07226157,0.056232095,0.01509198,0.051066916,0.007833607,0.014109987,-0.0016628985,0.07018363,0.056008607,0.025349777,-0.06617663,0.029009556,0.027909115"
What is Data Science?,IBM,Course,1 - 4 Weeks,4.7,"Data-Driven Decision-Making, Data Mining, Data Literacy, Artificial Intelligence, Deep Learning, Digital Transformation, Cloud Computing, Data Analysis, Big Data, Data Science, Machine Learning",This course is part of multiple programs,https://www.coursera.org/learn/what-is-datascience,Data Science,Data Analysis,"['data-driven decision-making', 'data mining', 'data literacy', 'artificial intelligence', 'deep learning', 'digital transformation', 'cloud computing', 'data analysis', 'big data', 'data science', 'machine learning']","-0.024055118,0.10679826,0.034423914,0.032239158,0.017173015,-0.16392118,0.01516622,0.18741395,-0.05750737,-0.01690681,-0.040253863,-0.12261266,-0.01949757,0.041265976,-0.0023466456,-0.08490705,0.067004174,-0.06898376,-0.008339754,-0.17465554,0.06379836,0.0058554425,0.068504296,-0.083750196,-0.037404176,-0.014690086,-0.0588019,-0.073505946,-0.106391385,-0.014893714,0.06459301,0.0026848218,-0.010076854,-0.10250492,-0.029055677,0.047025036,0.030515648,-0.05847471,-0.03226537,-0.1679422,0.0015433568,-0.07617418,-0.002111194,-0.035219677,0.0705317,-0.058179937,-0.091008954,-0.012221946,0.05719238,0.09046172,-0.015841886,-0.06620166,-0.050964788,0.0046406146,-0.010029756,0.042263415,0.045919016,0.01828629,-0.07781915,0.04538422,-0.0081767095,0.07503229,-0.048444152,-0.0136542795,-0.1146838,0.10057669,0.0590624,0.06066526,-0.12598695,0.09826953,-0.038458914,0.016434148,0.089231074,-0.07367439,0.046289433,0.04746336,0.001166888,0.007233275,-0.042767595,0.044688538,-0.05670798,-0.03514862,-0.044630542,0.12473676,0.01023928,-0.019720145,0.01658955,0.12036064,0.098898984,0.033997826,0.0762472,0.015870064,0.011110578,-0.004690544,0.12141431,0.09909736,0.042032823,-0.109118536,0.052885536,0.047495984"
Foundations of User Experience (UX) Design,Google,Course,1 - 4 Weeks,4.8,"Design Thinking, Web Content Accessibility Guidelines, Sprint Retrospectives, Sprint Planning, Persona (User Experience), User Experience Design, User Research, Prototyping, Usability, Wireframing, User Centered Design, Usability Testing",This course is part of Google UX Design Professional Certificate,https://www.coursera.org/learn/foundations-user-experience-design,Computer Science,Design and Product,"['design thinking', 'web content accessibility guidelines', 'sprint retrospectives', 'sprint planning', 'user experience design', 'user research', 'prototyping', 'usability', 'wireframing', 'user centered design', 'usability testing']","-0.014195058,0.07333528,0.023223847,0.01842346,0.014124238,-0.10422835,0.0115700625,0.13049705,-0.039145947,-0.0075424095,-0.02725657,-0.08523008,-0.006049098,0.034463905,-0.0029790602,-0.057050023,0.043994308,-0.047362387,-0.0068568317,-0.12224319,0.03921447,-0.002481861,0.04944578,-0.06106639,-0.028328659,-0.015782364,-0.040896863,-0.050880197,-0.07357012,-0.010224449,0.045281116,0.001994535,-0.005554039,-0.0713871,-0.020385556,0.03326391,0.016248656,-0.03589413,-0.027531326,-0.10632723,0.0034475783,-0.05183457,-0.0039776443,-0.021892847,0.046413865,-0.028923733,-0.05784024,-0.008096572,0.03769666,0.06633994,-0.0029618104,-0.04253008,-0.031056773,0.0011654572,-0.006069511,0.02938024,0.03170072,0.013423314,-0.05951923,0.030266345,-0.00025728575,0.04983163,-0.033556983,-0.011933393,-0.07051903,0.06364839,0.043163378,0.036193267,-0.08209649,0.06544762,-0.020789234,0.008361748,0.056507144,-0.046049,0.028444452,0.035008345,0.000671133,0.0004715833,-0.025640124,0.036116485,-0.038724385,-0.02470672,-0.029306239,0.08011008,0.00025994366,-0.010645852,0.008483692,0.08280753,0.066329025,0.022224866,0.059380535,0.0064477907,0.014581224,-0.003774812,0.07393842,0.06803491,0.027007783,-0.07104594,0.031014968,0.033446517"
IBM AI Developer,IBM,Professional Certificate,3 - 6 Months,4.6,"Machine Learning, Flask (Web Framework), Software Development Life Cycle, Software Design Patterns, ChatGPT, Data Import/Export, Generative AI, Software Architecture, Software Engineering, Data Science, Cascading Style Sheets (CSS), Prompt Engineering","Kickstart your career in artificial intelligence. Build job-ready skills in AI technologies, generative AI models, and programming and learn to build AI-powered chatbots and apps in just 6 months",https://www.coursera.org/professional-certificates/applied-artifical-intelligence-ibm-watson-ai,Computer Science,Software Development,"['machine learning', 'software development life cycle', 'software design patterns', 'chatgpt', 'generative ai', 'software architecture', 'software engineering', 'data science', 'prompt engineering']","-0.017661376,0.083859675,0.028470824,0.02269596,0.008922322,-0.1265083,0.013392589,0.14688747,-0.04388498,-0.018550834,-0.03151127,-0.09440998,-0.014173832,0.032101642,-0.0038254608,-0.07075072,0.056907296,-0.054063577,-0.0065270164,-0.13777988,0.048931614,0.009132292,0.052923806,-0.06915827,-0.028345032,-0.013015042,-0.0501415,-0.05736719,-0.08604196,-0.013975133,0.0450355,0.00073004694,-0.008074276,-0.081295975,-0.025336573,0.036639247,0.018927442,-0.04421846,-0.02997447,-0.12926573,0.003321136,-0.059633944,-0.00089913857,-0.030674092,0.059041448,-0.04406327,-0.0681205,-0.009796511,0.047184356,0.07095183,-0.016844586,-0.051102858,-0.039963443,0.0055779805,-0.009111372,0.034155846,0.036710303,0.012754453,-0.062461574,0.03580958,-0.006250192,0.058652416,-0.0420997,-0.008272408,-0.087461196,0.080163576,0.038101777,0.045667984,-0.095368646,0.075797565,-0.027827207,0.012670047,0.070197195,-0.056388598,0.03367712,0.03441893,-0.00064108,0.006393014,-0.030519035,0.034286454,-0.041583125,-0.027402082,-0.037990935,0.097240955,0.008347627,-0.013262725,0.010741058,0.10009666,0.077839725,0.026452653,0.063702315,0.010547157,0.006319734,-0.0037512754,0.092143744,0.07736481,0.030916266,-0.088684395,0.041983988,0.033318818"
"Improving Deep Neural Networks: Hyperparameter Tuning, Regularization and Optimization",DeepLearning.AI,Course,1 - 4 Weeks,4.9,"Debugging, Analysis, Artificial Neural Networks, Machine Learning Algorithms, Performance Tuning, Artificial Intelligence and Machine Learning (AI/ML), Deep Learning, Tensorflow",This course is part of Deep Learning Specialization,https://www.coursera.org/learn/deep-neural-network,Data Science,Machine Learning,"['debugging', 'analysis', 'artificial neural networks', 'machine learning algorithms', 'performance tuning', 'deep learning', 'tensorflow']","-0.0148928715,0.07613237,0.027084185,0.016998673,0.011238174,-0.110095344,0.013842144,0.12807105,-0.036574803,-0.01054195,-0.031567335,-0.085534334,-0.0090038255,0.032812536,-0.0037581471,-0.05605625,0.045425963,-0.04307157,-0.009698184,-0.12133022,0.042334307,0.006521986,0.043564875,-0.05378176,-0.025479525,-0.0068584285,-0.042380672,-0.048926856,-0.07487664,-0.012099392,0.040955517,-0.0013826404,-0.008337579,-0.07463038,-0.020904193,0.030613124,0.021787954,-0.04068346,-0.02675393,-0.115012504,0.0019233236,-0.054348864,-0.0005480783,-0.026360733,0.04867655,-0.040149517,-0.058377214,-0.007683088,0.039345026,0.05681014,-0.0072462894,-0.046735413,-0.033439975,0.002030903,-0.010306631,0.031722497,0.029461252,0.013413101,-0.054521944,0.02979788,-0.0072604767,0.04940583,-0.03299128,-0.0036136426,-0.07177162,0.0692726,0.04024294,0.040685188,-0.085611366,0.069250695,-0.025743427,0.012059971,0.062066495,-0.051956534,0.03073504,0.033709444,-0.0005126026,0.008886385,-0.02769859,0.033816632,-0.03992378,-0.020390915,-0.03267023,0.08011081,0.005067756,-0.012178434,0.010630968,0.08503437,0.07440203,0.022361461,0.05628539,0.011537315,0.0070127333,-0.007742647,0.07899699,0.068164095,0.023188848,-0.07709067,0.036998767,0.036530606"
Excel Skills for Business,Macquarie University,Specialization,3 - 6 Months,4.9,"Data Management, Data Analysis Expressions (DAX), Business Reporting, Data Visualization, Business Intelligence Software, Dashboard, Data Cleansing, Microsoft Excel, Workflow Management, Productivity Software, Data Validation, Data Entry",Learn Excel Skills for Business. Master Excel to add a highly valuable asset to your employability portfolio.,https://www.coursera.org/specializations/excel,Business,Business Essentials,"['data management', 'business reporting', 'data visualization', 'business intelligence software', 'dashboard', 'data cleansing', 'microsoft excel', 'workflow management', 'productivity software', 'data validation', 'data entry']","-0.0108900005,0.07464235,0.026630647,0.022620993,0.014611352,-0.11816668,0.010963504,0.13883717,-0.04278561,-0.010756257,-0.027234036,-0.08767957,-0.015974084,0.034322288,-0.00042636803,-0.06515196,0.05108627,-0.051710773,-0.0025061076,-0.12676962,0.0468504,0.0049362127,0.051184032,-0.06013757,-0.030207079,-0.015315783,-0.042644802,-0.05834483,-0.08236521,-0.0070892796,0.050929423,0.0012771591,-0.0066054384,-0.08019792,-0.016811056,0.031501576,0.017574573,-0.04868362,-0.021283472,-0.12872213,0.0021435125,-0.05597851,-7.448559e-05,-0.025058912,0.05333111,-0.03916828,-0.069877915,-0.010675192,0.044324953,0.07055051,-0.0098258015,-0.05144355,-0.042010725,0.0049002473,-0.008121796,0.031175451,0.03449067,0.013870253,-0.058376785,0.032546982,-0.0075467126,0.05962521,-0.038639992,-0.0137916235,-0.08162006,0.07625022,0.04642084,0.04307373,-0.09578183,0.075217485,-0.026243513,0.009314849,0.06704861,-0.05108403,0.03158867,0.032119438,0.00013917511,0.006757942,-0.032015655,0.03119803,-0.042657927,-0.022316664,-0.034231964,0.089538164,0.005565351,-0.013417572,0.0135443695,0.0941953,0.07861078,0.024796266,0.05538422,0.008777247,0.0105729615,-0.0050619883,0.085894816,0.07219606,0.033501476,-0.08061254,0.038910933,0.031943407"
Preparing for Google Cloud Certification: Cloud Engineer,Google Cloud,Professional Certificate,3 - 6 Months,4.7,"Kubernetes, Cloud Computing, Containerization, Cloud Infrastructure, Cloud Computing Architecture, Infrastructure as Code (IaC), Prompt Engineering, Cloud Storage, Cloud Engineering, Infrastructure As A Service (IaaS), Cloud Management, Load Balancing",Start your career in the cloud.,https://www.coursera.org/professional-certificates/cloud-engineering-gcp,Information Technology,Cloud Computing,"['kubernetes', 'cloud computing', 'containerization', 'cloud infrastructure', 'cloud computing architecture', 'prompt engineering', 'cloud storage', 'cloud engineering', 'cloud management', 'load balancing']","-0.019939113,0.07841871,0.031216491,0.018209208,0.0039863125,-0.12584859,0.02351458,0.14176312,-0.04286375,-0.009515846,-0.029071245,-0.10521197,-0.017286105,0.028850535,-0.0015990168,-0.06585133,0.04719251,-0.057931345,-0.011437127,-0.13613634,0.052624118,0.0068547972,0.058415584,-0.06861045,-0.031076992,-0.007039907,-0.049826495,-0.0629,-0.07903936,-0.012343337,0.054314595,0.003486051,-0.002004408,-0.07918294,-0.024337195,0.04312151,0.025241554,-0.047234975,-0.02946491,-0.13399747,0.0005445286,-0.06315813,-0.0044200197,-0.027583431,0.051635344,-0.04553195,-0.060213815,-0.0068050213,0.04490181,0.06582806,-0.0138225285,-0.046259027,-0.036964662,0.004677113,-0.01574472,0.035070896,0.031417027,0.008852006,-0.064346276,0.034493536,-0.0048980922,0.05109473,-0.03530723,-0.003047885,-0.08644346,0.07868461,0.03668792,0.048592113,-0.09658875,0.07822182,-0.036065783,0.014948465,0.07486372,-0.055030067,0.03300774,0.03532242,-0.00400541,0.0004721082,-0.035848796,0.041140344,-0.04284018,-0.028952945,-0.038823403,0.09269137,0.009282657,-0.013082266,0.013609596,0.097865604,0.07604871,0.026045933,0.06570696,0.010340048,0.012229772,-0.008757606,0.096374676,0.08425802,0.035808094,-0.082046226,0.042666137,0.02982704"
IBM Data Engineering,IBM,Professional Certificate,3 - 6 Months,4.6,"Database Design, Apache Hadoop, Data Store, Apache Spark, IBM Cognos Analytics, Data Import/Export, Generative AI, Linux Commands, Professional Networking, NoSQL, Data Science, Database Administration",Prepare for a career as a Data Engineer. Build job-ready skills â and must-have AI skills â for an in-demand career. Earn a credential from IBM.  No prior experience required.,https://www.coursera.org/professional-certificates/ibm-data-engineer,Information Technology,Data Management,"['database design', 'apache hadoop', 'data store', 'apache spark', 'ibm cognos analytics', 'generative ai', 'linux commands', 'professional networking', 'nosql', 'data science', 'database administration']","-0.01359295,0.05398409,0.02321447,0.014321572,0.009813771,-0.08721136,0.008009787,0.09829965,-0.031063022,-0.007094409,-0.021536427,-0.065497406,-0.010760913,0.025292812,0.0013013527,-0.046755098,0.038667455,-0.037749857,-0.005257211,-0.09531999,0.037433032,0.0038299174,0.033537757,-0.048336256,-0.022299362,-0.007826133,-0.033031683,-0.0396785,-0.06164398,-0.0064088586,0.03723432,0.0021920206,-0.0060018036,-0.056915518,-0.015737968,0.027388757,0.013734945,-0.03313864,-0.016389832,-0.08924702,0.0019451285,-0.042604532,-0.00080457306,-0.019119404,0.038520046,-0.031393778,-0.04971498,-0.0043656747,0.03237271,0.047372762,-0.008541826,-0.037451018,-0.02879162,0.0056084837,-0.009266137,0.024575962,0.019559827,0.012086023,-0.042012956,0.022910934,-0.002002974,0.04007418,-0.032193445,-0.008194088,-0.059849046,0.05502917,0.029545577,0.034946844,-0.06763454,0.048976656,-0.017843062,0.006837885,0.047816623,-0.040371962,0.023414792,0.023502918,0.0012871317,0.0024298138,-0.02162498,0.023814326,-0.03140642,-0.022302104,-0.022362497,0.06606125,0.005074429,-0.009741004,0.006902344,0.062449023,0.052518487,0.02100988,0.04287821,0.004137511,0.0047086556,-0.0041794153,0.061346747,0.05203941,0.022118619,-0.05829752,0.028447818,0.024748744"
Preparing for Google Cloud Certification: Cloud Architect,Google Cloud,Professional Certificate,3 - 6 Months,4.7,"Kubernetes, Cloud Computing, CI/CD, Containerization, Cloud Infrastructure, Cloud Computing Architecture, Process Analysis, Infrastructure as Code (IaC), Prompt Engineering, Cloud Storage, Infrastructure As A Service (IaaS), Cloud Management",Advance your career in cloud architecture.,https://www.coursera.org/professional-certificates/gcp-cloud-architect,Information Technology,Cloud Computing,"['kubernetes', 'cloud computing', 'containerization', 'cloud infrastructure', 'cloud computing architecture', 'process analysis', 'prompt engineering', 'cloud storage', 'cloud management']","-0.022491666,0.08628722,0.035104543,0.020955544,0.0042882734,-0.13762005,0.024671065,0.15462062,-0.046818208,-0.009656418,-0.031246403,-0.11402856,-0.017872266,0.031934083,0.00034379613,-0.07193343,0.05119911,-0.06374973,-0.011334033,-0.14990732,0.056469943,0.008651189,0.06391287,-0.0740923,-0.03339501,-0.0067690695,-0.056270286,-0.06894689,-0.08619319,-0.013966365,0.057523284,0.002811559,-0.0044162516,-0.08623294,-0.025483442,0.047743823,0.026537253,-0.050460808,-0.03287036,-0.1447313,-3.6873338e-05,-0.06647758,-0.0024824098,-0.030723367,0.05609499,-0.049273923,-0.06760771,-0.008393837,0.046706792,0.073315695,-0.017904563,-0.049546614,-0.03970246,0.0040429384,-0.015333887,0.036681674,0.036608994,0.008935636,-0.07020909,0.03645675,-0.004319935,0.056416195,-0.040726285,-0.004178845,-0.09481028,0.08675038,0.04005356,0.051389333,-0.10450766,0.08571807,-0.038706984,0.017307809,0.0814401,-0.060573075,0.03547936,0.038983397,-0.0022662978,-0.0001459814,-0.038434926,0.044569924,-0.04846784,-0.032780424,-0.041169748,0.099392004,0.008349137,-0.013767155,0.014850704,0.10645267,0.0813716,0.03000819,0.0687627,0.0106383795,0.013179036,-0.009341207,0.10430357,0.09029644,0.038307887,-0.09174651,0.04891789,0.03350522"
IBM Relational Database Administrator,IBM,Professional Certificate,3 - 6 Months,4.6,"Database Design, Data Store, Data Pipelines, Data Import/Export, Database Architecture and Administration, Database Management, Bash (Scripting Language), Generative AI, Linux Commands, Data Security, Apache Kafka, Shell Script","Build job-ready database skills. Gain practical experience in the high-demand fields of data management and data engineering, valued by employers with hands-on skills and experience employers look for.",https://www.coursera.org/professional-certificates/ibm-relational-database-administrator,Information Technology,Data Management,"['database design', 'data store', 'data pipelines', 'database architecture and administration', 'database management', 'generative ai', 'linux commands', 'data security', 'apache kafka', 'shell script']","-0.018437115,0.07462054,0.026465654,0.021008607,0.011970116,-0.118153945,0.010483751,0.13356775,-0.04158563,-0.0067509897,-0.030285459,-0.09141896,-0.014565404,0.033630356,-0.0023424567,-0.06391151,0.049352333,-0.05209915,-0.0071394257,-0.12461619,0.045377165,0.0061950977,0.047724836,-0.06196695,-0.034072325,-0.008900312,-0.04267557,-0.053655047,-0.07763106,-0.00491874,0.049969252,0.0013734978,-0.004745359,-0.07427801,-0.02059739,0.037908077,0.02005886,-0.04615634,-0.023805097,-0.12088951,0.0064312653,-0.059481043,-0.00090598594,-0.025155207,0.05016197,-0.044332378,-0.06608075,-0.011958601,0.04614613,0.06103918,-0.010536713,-0.050084163,-0.03411914,0.005647057,-0.014345529,0.03421916,0.03307425,0.0102234585,-0.054839008,0.032698385,-0.003908387,0.051187783,-0.04188232,-0.009583192,-0.075537816,0.071112685,0.037832476,0.04541011,-0.09139903,0.068174355,-0.028412173,0.012954339,0.065682724,-0.05428783,0.03252205,0.03404465,0.0014657583,0.0014938896,-0.028697196,0.032264315,-0.04085717,-0.02512249,-0.032415077,0.08942009,0.0064357542,-0.013039949,0.014525081,0.08838804,0.07490235,0.02790157,0.054817587,0.00622962,0.007940827,-0.00434559,0.08228047,0.072518334,0.030490216,-0.08014335,0.04301083,0.03426544"
Architecting with Google Compute Engine,Google Cloud,Specialization,3 - 6 Months,4.7,"Kubernetes, Cloud Computing, CI/CD, Containerization, Cloud Infrastructure, Cloud Computing Architecture, Infrastructure as Code (IaC), Service Level, Prompt Engineering, Microservices, Cloud Storage, Infrastructure As A Service (IaaS)","Launch your career in Cloud Architecture. Design, develop, and manage cloud solutions to drive business objectives.",https://www.coursera.org/specializations/gcp-architecture,Information Technology,Cloud Computing,"['kubernetes', 'cloud computing', 'containerization', 'cloud infrastructure', 'cloud computing architecture', 'service level', 'prompt engineering', 'microservices', 'cloud storage']","-0.02096368,0.08214756,0.034109008,0.018627018,0.0046598283,-0.13510002,0.02242935,0.15200704,-0.04534443,-0.009357821,-0.029990021,-0.10947461,-0.0168638,0.030847728,-0.0021582793,-0.06819228,0.049197055,-0.06183429,-0.01169733,-0.14644277,0.055282347,0.0069595524,0.06021191,-0.07216906,-0.030964335,-0.007881599,-0.053839494,-0.064250834,-0.0842738,-0.012607084,0.057743356,0.0044804974,-0.00228261,-0.08562994,-0.025491321,0.047140054,0.024949584,-0.048346665,-0.031702977,-0.1403138,0.00014084944,-0.06563042,-0.002175074,-0.02944627,0.055517383,-0.04985129,-0.06582139,-0.006555516,0.042918045,0.071600206,-0.015224885,-0.049766168,-0.037807517,0.003894296,-0.015467141,0.038189787,0.03617918,0.008804637,-0.06832295,0.03649014,-0.006061633,0.054058984,-0.037762854,-0.0040971916,-0.09348604,0.08414994,0.039567966,0.050095275,-0.10115546,0.08231168,-0.03622951,0.015741186,0.07769386,-0.058275342,0.034038246,0.037515357,-0.0030820565,0.0011812062,-0.036108278,0.04240437,-0.045211602,-0.030872962,-0.03829629,0.098702155,0.009354637,-0.014785815,0.014986396,0.103118315,0.078683324,0.02874993,0.06800631,0.010087784,0.012243411,-0.011641455,0.10109126,0.08833185,0.037357926,-0.08809232,0.04720825,0.031709176"
Data Engineering Foundations,IBM,Specialization,3 - 6 Months,4.6,"Database Design, Database Management Systems, Data Store, IBM DB2, Data Pipelines, Data Import/Export, Data Architecture, Data Governance, Big Data, Programming Principles, Data Transformation, Databases","Build the Foundation for a Data Engineering Career. Develop hands-on experience with Python, SQL, and Relational Databases and master the fundamentals of the Data Engineering ecosystem.",https://www.coursera.org/specializations/data-engineering-foundations,Information Technology,Data Management,"['database design', 'database management systems', 'data store', 'data pipelines', 'data architecture', 'data governance', 'big data', 'programming principles', 'data transformation', 'databases']","-0.016792905,0.069511846,0.025846148,0.01757932,0.014079981,-0.10929265,0.009755075,0.12714477,-0.038958274,-0.009064114,-0.028052285,-0.08643566,-0.0153757315,0.032518517,0.0020563756,-0.061933566,0.04657347,-0.04798195,-0.0049567586,-0.12314073,0.047695953,0.005479906,0.04272745,-0.056554925,-0.028089728,-0.0072514405,-0.03683918,-0.05092161,-0.07145765,-0.0063614487,0.045962065,0.00091365183,-0.008726394,-0.06955043,-0.018890183,0.03272803,0.020307545,-0.04039404,-0.022745734,-0.11687543,0.0059962096,-0.055051316,-0.00057526986,-0.023211814,0.047724478,-0.037113953,-0.0568056,-0.010455924,0.04049124,0.058999337,-0.0086078225,-0.045261532,-0.03393461,0.0024117029,-0.012336595,0.028845754,0.03103382,0.013356862,-0.057430677,0.028457236,-0.0068339473,0.049010284,-0.038086016,-0.011592663,-0.069684744,0.06716068,0.04145217,0.04066933,-0.085918926,0.06869919,-0.028940663,0.011573956,0.061389405,-0.050819837,0.030461367,0.028887536,-0.0022747482,0.0020680258,-0.024812594,0.02975279,-0.03862224,-0.02432808,-0.030994345,0.08460228,0.0069830567,-0.010583605,0.013193361,0.080665216,0.06773222,0.023139909,0.051726602,0.007168509,0.009914733,-0.003314115,0.08254739,0.06684827,0.02746207,-0.07528244,0.03716513,0.03315987"
IBM Full Stack Software Developer,IBM,Professional Certificate,3 - 6 Months,4.6,"Kubernetes, Object-Relational Mapping, Full-Stack Web Development, Cloud Computing, Software Development Life Cycle, Data Import/Export, Node.JS, Software Architecture, Cloud Computing Architecture, Cascading Style Sheets (CSS), Prompt Engineering, React Redux",Prepare for a career as a full stack developer. Build job-ready skills â and must-have AI skills â for an in-demand career. Earn a credential from IBM.â¨,https://www.coursera.org/professional-certificates/ibm-full-stack-cloud-developer,Information Technology,Cloud Computing,"['kubernetes', 'object-relational mapping', 'full-stack web development', 'cloud computing', 'software development life cycle', 'software architecture', 'cloud computing architecture', 'prompt engineering', 'react redux']","-0.017116817,0.069042675,0.025618155,0.01674923,0.0065449146,-0.10609741,0.015931966,0.121751666,-0.03638054,-0.010302225,-0.028974252,-0.086515225,-0.013400826,0.027151078,5.1486117e-05,-0.058603432,0.043560237,-0.047945343,-0.009141776,-0.11903706,0.04613152,0.008822739,0.048399072,-0.055569068,-0.022739826,-0.007001879,-0.044231787,-0.05397135,-0.0692332,-0.010135776,0.044481736,0.0015053507,-0.0059956964,-0.065948024,-0.017820172,0.03435743,0.019079987,-0.03830485,-0.024722291,-0.113367185,-0.0024502696,-0.050079778,1.0936211e-05,-0.02557343,0.046037756,-0.03718795,-0.058014974,-0.0063925358,0.035961047,0.058078893,-0.010913749,-0.040840223,-0.030373462,0.00093396223,-0.009584022,0.02945559,0.03323471,0.008656888,-0.05334034,0.027889557,-0.007299704,0.045349702,-0.034691464,-0.0042344127,-0.0723655,0.06867801,0.03404271,0.03960656,-0.08433581,0.067498006,-0.027781585,0.012404834,0.06073956,-0.047792375,0.025283985,0.028141605,-0.00056408846,0.0018177838,-0.026301049,0.033075996,-0.03678139,-0.026109537,-0.03150129,0.08136574,0.008472223,-0.008816878,0.01130869,0.08236215,0.065786906,0.02433122,0.057806466,0.005826316,0.01168097,-0.009103115,0.07975659,0.06893771,0.02878355,-0.07385826,0.03818206,0.025773393"
